City,Pincode,Latitude,Longitude,Participation (%),,,,,,,
Hyderabad,500002,17.391051,78.51276,56.6,,,,,,,
Hyderabad,500002,17.362896,78.489371,53.3,,,,,,,
Hyderabad,500002,17.444437,78.481979,17.3,,,,,,,
Hyderabad,500002,17.384008,78.533429,50.5,,,,,,,
Hyderabad,500002,17.43864,78.466008,58.3,,,,,,,
Hyderabad,500002,17.429488,78.48237,54.4,,,,,,,
Hyderabad,500003,17.423961,78.462767,42.2,,,,,,,
Hyderabad,500003,17.417226,78.460366,46.3,,,,,,,
Hyderabad,500003,17.416593,78.465472,40.3,,,,,,,
Hyderabad,500003,17.40085,78.496847,79.9,,,,,,,
Hyderabad,500003,17.382316,78.438129,55.9,,,,,,,
Hyderabad,500003,17.35426,78.46545,51.4,,,,,,,
Hyderabad,500003,17.378966,78.443662,51.2,,,,,,,
Hyderabad,500003,17.398601,78.462594,50.6,,,,,,,
Hyderabad,500003,17.361155,78.548577,53.8,,,,,,,
Hyderabad,500003,17.386368,78.4967,43.1,,,,,,,
Hyderabad,500003,17.36029,78.464575,50.5,,,,,,,
Hyderabad,500003,17.367982,78.474556,92.7,,,,,,,
Hyderabad,500003,17.3873,78.473381,37,,,,,,,
Hyderabad,500003,17.399076,78.468679,78.1,,,,,,,
Hyderabad,500003,17.414227,78.508379,42.9,,,,,,,
Hyderabad,500003,17.408538,78.507181,54.2,,,,,,,
Hyderabad,500003,17.422497,78.496741,43.6,,,,,,,
Hyderabad,500003,17.400929,78.467126,40.1,,,,,,,
Hyderabad,500003,17.416646,78.437558,54.8,,,,,,,
Hyderabad,500003,17.449404,78.525444,59.3,,,,,,,
Hyderabad,500003,17.406259,78.551139,51.5,,,,,,,
Hyderabad,500003,17.444609,78.497727,47,,,,,,,
Hyderabad,500003,17.44321,78.538132,38.3,,,,,,,
Hyderabad,500003,17.360454,78.518739,52.8,,,,,,,
Hyderabad,500003,17.371082,78.505061,45,,,,,,,
Hyderabad,500003,17.451371,78.459014,30.1,,,,,,,
Hyderabad,500003,17.371374,78.537612,37.2,,,,,,,
Hyderabad,500003,17.346451,78.500669,39.5,,,,,,,
Hyderabad,500003,17.366398,78.486919,83.2,,,,,,,
Hyderabad,500003,17.377378,78.491943,77,,,,,,,
Hyderabad,500004,17.366607,78.432693,47.4,,,,,,,
Hyderabad,500004,17.383602,78.476275,49.4,,,,,,,
Hyderabad,500004,17.388439,78.528086,59.4,,,,,,,
Hyderabad,500004,17.358853,78.522724,57.7,,,,,,,
Hyderabad,500004,17.42897,78.472645,42.7,,,,,,,
Hyderabad,500004,17.369258,78.476576,89.2,,,,,,,
Hyderabad,500004,17.348495,78.528836,57.4,,,,,,,
Hyderabad,500004,17.376277,78.429013,42.6,,,,,,,
Hyderabad,500004,17.435852,78.497512,42.4,,,,,,,
Hyderabad,500004,17.346401,78.449165,16.8,,,,,,,
Hyderabad,500004,17.413878,78.443413,53.8,,,,,,,
Hyderabad,500004,17.36528,78.523411,46.4,,,,,,,
Hyderabad,500004,17.340918,78.532384,39.7,,,,,,,
Hyderabad,500004,17.384071,78.495132,57,,,,,,,
Hyderabad,500004,17.414203,78.453097,50.9,,,,,,,
Hyderabad,500004,17.398041,78.506223,68.4,,,,,,,
Hyderabad,500004,17.426755,78.498804,40.6,,,,,,,
Hyderabad,500004,17.347583,78.470081,49.6,,,,,,,
Hyderabad,500004,17.345254,78.538697,54.7,,,,,,,
Hyderabad,500004,17.349998,78.436826,26.1,,,,,,,
Hyderabad,500004,17.349072,78.47141,40.9,,,,,,,
Hyderabad,500004,17.417708,78.433818,54.2,,,,,,,
Hyderabad,500004,17.358927,78.483222,60,,,,,,,
Hyderabad,500004,17.345819,78.513182,46.1,,,,,,,
Hyderabad,500004,17.349018,78.506872,40.1,,,,,,,
Hyderabad,500004,17.386049,78.498025,56.9,,,,,,,
Hyderabad,500004,17.398028,78.51066,40,,,,,,,
Hyderabad,500004,17.345484,78.516829,56.3,,,,,,,
Hyderabad,500004,17.405574,78.504413,78.1,,,,,,,
Hyderabad,500004,17.334902,78.469691,40.4,,,,,,,
Hyderabad,500005,17.413297,78.457344,53.6,,,,,,,
Hyderabad,500005,17.438715,78.445703,40.5,,,,,,,
Hyderabad,500005,17.380424,78.461334,52.4,,,,,,,
Hyderabad,500005,17.419347,78.520794,39.9,,,,,,,
Hyderabad,500005,17.440646,78.482618,39.7,,,,,,,
Hyderabad,500005,17.358392,78.452418,37.1,,,,,,,
Hyderabad,500005,17.345259,78.473581,37.9,,,,,,,
Hyderabad,500005,17.407528,78.514865,37.5,,,,,,,
Hyderabad,500005,17.42225,78.455337,69.8,,,,,,,
Hyderabad,500005,17.438373,78.476669,59.5,,,,,,,
Hyderabad,500005,17.433107,78.447869,44.1,,,,,,,
Hyderabad,500005,17.375836,78.460454,39.5,,,,,,,
Hyderabad,500005,17.416195,78.442103,46.5,,,,,,,
Hyderabad,500005,17.431055,78.543341,42.9,,,,,,,
Hyderabad,500005,17.414755,78.490536,62.1,,,,,,,
Hyderabad,500005,17.335236,78.486783,28.1,,,,,,,
Hyderabad,500005,17.402879,78.448027,50.1,,,,,,,
Hyderabad,500005,17.352665,78.537729,78,,,,,,,
Hyderabad,500005,17.366881,78.458293,54.8,,,,,,,
Hyderabad,500005,17.363105,78.451657,51.3,,,,,,,
Hyderabad,500005,17.393641,78.494518,39.5,,,,,,,
Hyderabad,500005,17.372796,78.479607,39.5,,,,,,,
Hyderabad,500005,17.334632,78.451955,42.4,,,,,,,
Hyderabad,500005,17.450856,78.542216,51.8,,,,,,,
Hyderabad,500005,17.395376,78.439114,42.9,,,,,,,
Hyderabad,500005,17.354339,78.445764,46.2,,,,,,,
Hyderabad,500005,17.424158,78.510059,43.6,,,,,,,
Hyderabad,500005,17.36819,78.52189,50.3,,,,,,,
Hyderabad,500005,17.370612,78.483472,42.3,,,,,,,
Hyderabad,500005,17.368747,78.525973,48,,,,,,,
Hyderabad,500006,17.388646,78.538625,58.5,,,,,,,
Hyderabad,500006,17.359998,78.499892,51.8,,,,,,,
Hyderabad,500006,17.380455,78.5295,54.1,,,,,,,
Hyderabad,500006,17.388732,78.498844,44.2,,,,,,,
Hyderabad,500006,17.384297,78.456787,50.7,,,,,,,
Hyderabad,500006,17.418438,78.450729,37.5,,,,,,,
Hyderabad,500006,17.39361,78.494305,46.6,,,,,,,
Hyderabad,500006,17.389318,78.524001,50,,,,,,,
Hyderabad,500006,17.38778,78.490234,58.7,,,,,,,
Hyderabad,500006,17.370335,78.488071,38.2,,,,,,,
Hyderabad,500006,17.382012,78.459243,48.1,,,,,,,
Hyderabad,500006,17.433308,78.49861,53.2,,,,,,,
Hyderabad,500006,17.414136,78.542715,55.1,,,,,,,
Hyderabad,500006,17.349898,78.462003,84.1,,,,,,,
Hyderabad,500006,17.342817,78.503275,31,,,,,,,
Hyderabad,500006,17.437691,78.453515,41,,,,,,,
Hyderabad,500006,17.35295,78.441435,52.9,,,,,,,
Hyderabad,500006,17.423135,78.493271,38.5,,,,,,,
Hyderabad,500006,17.405419,78.47719,50.7,,,,,,,
Hyderabad,500006,17.431868,78.469291,42.6,,,,,,,
Hyderabad,500006,17.41527,78.50188,50.7,,,,,,,
Hyderabad,500006,17.414738,78.495587,48.7,,,,,,,
Hyderabad,500006,17.378827,78.505233,18.3,,,,,,,
Hyderabad,500006,17.423311,78.515265,52.4,,,,,,,
Hyderabad,500006,17.381627,78.497193,49.8,,,,,,,
Hyderabad,500006,17.380624,78.498773,29.4,,,,,,,
Hyderabad,500006,17.400615,78.50713,51.1,,,,,,,
Hyderabad,500006,17.404593,78.459692,54.5,,,,,,,
Hyderabad,500006,17.350422,78.463197,77.6,,,,,,,
Hyderabad,500006,17.401127,78.541826,43.7,,,,,,,
Hyderabad,500007,17.363494,78.452118,55.2,,,,,,,
Hyderabad,500007,17.338939,78.454267,50,,,,,,,
Hyderabad,500007,17.398851,78.537193,49.7,,,,,,,
Hyderabad,500007,17.398004,78.472064,55.7,,,,,,,
Hyderabad,500007,17.392634,78.471095,42,,,,,,,
Hyderabad,500007,17.3433,78.439741,24.5,,,,,,,
Hyderabad,500007,17.408204,78.522108,56.3,,,,,,,
Hyderabad,500007,17.395897,78.522535,46.3,,,,,,,
Hyderabad,500007,17.340584,78.523735,64.8,,,,,,,
Hyderabad,500007,17.355497,78.449346,82.9,,,,,,,
Hyderabad,500007,17.413155,78.497823,40,,,,,,,
Hyderabad,500007,17.365482,78.482598,50.2,,,,,,,
Hyderabad,500007,17.410372,78.514373,36.6,,,,,,,
Hyderabad,500007,17.414533,78.469633,71.4,,,,,,,
Hyderabad,500007,17.409422,78.454704,50.4,,,,,,,
Hyderabad,500007,17.356315,78.493206,21.8,,,,,,,
Hyderabad,500007,17.400769,78.541436,46.7,,,,,,,
Hyderabad,500007,17.329843,78.536527,76.5,,,,,,,
Hyderabad,500007,17.37792,78.533807,30.7,,,,,,,
Hyderabad,500007,17.424222,78.463685,42.3,,,,,,,
Hyderabad,500007,17.378098,78.527865,57.3,,,,,,,
Hyderabad,500007,17.37378,78.502961,55.3,,,,,,,
Hyderabad,500007,17.426761,78.448156,72.1,,,,,,,
Hyderabad,500007,17.44175,78.507562,46.5,,,,,,,
Hyderabad,500007,17.357133,78.469732,59.6,,,,,,,
Hyderabad,500007,17.373016,78.49463,65.4,,,,,,,
Hyderabad,500007,17.431215,78.526293,55.4,,,,,,,
Hyderabad,500007,17.349442,78.460566,63.3,,,,,,,
Hyderabad,500007,17.418705,78.448733,43.5,,,,,,,
Hyderabad,500007,17.421338,78.521107,44.5,,,,,,,
Hyderabad,500008,17.430492,78.499277,42.9,,,,,,,
Hyderabad,500008,17.424564,78.529272,58.9,,,,,,,
Hyderabad,500008,17.363787,78.522718,46.2,,,,,,,
Hyderabad,500008,17.416594,78.46108,39.9,,,,,,,
Hyderabad,500008,17.416693,78.462851,70.9,,,,,,,
Hyderabad,500008,17.368407,78.457314,42,,,,,,,
Hyderabad,500008,17.409851,78.514602,93.3,,,,,,,
Hyderabad,500008,17.409928,78.478804,48.7,,,,,,,
Hyderabad,500008,17.383115,78.510571,30.9,,,,,,,
Hyderabad,500008,17.386381,78.497836,42.7,,,,,,,
Hyderabad,500008,17.417477,78.492543,55.8,,,,,,,
Hyderabad,500008,17.396057,78.539132,61.7,,,,,,,
Hyderabad,500008,17.400738,78.524381,55,,,,,,,
Hyderabad,500008,17.366525,78.439205,58.7,,,,,,,
Hyderabad,500008,17.405629,78.495945,55.2,,,,,,,
Hyderabad,500008,17.408495,78.47752,49.1,,,,,,,
Hyderabad,500008,17.382898,78.48382,57.5,,,,,,,
Hyderabad,500008,17.33603,78.481819,65.4,,,,,,,
Hyderabad,500008,17.354614,78.512038,36.7,,,,,,,
Hyderabad,500008,17.362275,78.466954,42.5,,,,,,,
Hyderabad,500008,17.355255,78.462141,25.5,,,,,,,
Hyderabad,500008,17.449867,78.504365,57.4,,,,,,,
Hyderabad,500008,17.364786,78.472598,58,,,,,,,
Hyderabad,500008,17.356212,78.484439,59.3,,,,,,,
Hyderabad,500008,17.349289,78.490372,77.6,,,,,,,
Hyderabad,500008,17.363559,78.464516,47.3,,,,,,,
Hyderabad,500008,17.337191,78.486941,59.2,,,,,,,
Hyderabad,500008,17.413915,78.503567,53.6,,,,,,,
Hyderabad,500008,17.431837,78.464587,43,,,,,,,
Hyderabad,500008,17.375825,78.449725,53.5,,,,,,,
Hyderabad,500009,17.339362,78.512313,50.8,,,,,,,
Hyderabad,500009,17.38855,78.504356,98,,,,,,,
Hyderabad,500009,17.437251,78.487475,46.3,,,,,,,
Hyderabad,500009,17.356669,78.520594,43.6,,,,,,,
Hyderabad,500009,17.37296,78.446127,36.7,,,,,,,
Hyderabad,500009,17.365129,78.538695,58.4,,,,,,,
Hyderabad,500009,17.426688,78.524237,43.1,,,,,,,
Hyderabad,500009,17.347092,78.529466,53.5,,,,,,,
Hyderabad,500009,17.384444,78.501558,43.1,,,,,,,
Hyderabad,500009,17.416166,78.500033,36.4,,,,,,,
Hyderabad,500009,17.353247,78.470389,77.8,,,,,,,
Hyderabad,500009,17.36485,78.455763,43.8,,,,,,,
Hyderabad,500009,17.391837,78.544037,34.6,,,,,,,
Hyderabad,500009,17.357707,78.4424,30.1,,,,,,,
Hyderabad,500009,17.34504,78.498534,66.1,,,,,,,
Hyderabad,500009,17.430211,78.443163,59.2,,,,,,,
Hyderabad,500009,17.356858,78.480755,56.4,,,,,,,
Hyderabad,500009,17.333398,78.515879,43.1,,,,,,,
Hyderabad,500009,17.444014,78.522791,28.1,,,,,,,
Hyderabad,500009,17.433408,78.44624,82.6,,,,,,,
Hyderabad,500009,17.389433,78.454857,37.1,,,,,,,
Hyderabad,500009,17.351112,78.53896,38.1,,,,,,,
Hyderabad,500009,17.344684,78.50478,41.2,,,,,,,
Hyderabad,500009,17.352274,78.450693,76.9,,,,,,,
Hyderabad,500009,17.361105,78.456078,52.9,,,,,,,
Hyderabad,500009,17.422362,78.514323,41.3,,,,,,,
Hyderabad,500009,17.423528,78.483867,36,,,,,,,
Hyderabad,500009,17.353913,78.458796,23,,,,,,,
Hyderabad,500009,17.374881,78.520007,50.6,,,,,,,
Hyderabad,500009,17.408536,78.450049,43.1,,,,,,,
Hyderabad,500010,17.3972,78.528864,51.2,,,,,,,
Hyderabad,500010,17.340808,78.468555,53.5,,,,,,,
Hyderabad,500010,17.421137,78.546889,56.1,,,,,,,
Hyderabad,500010,17.364731,78.472679,36.9,,,,,,,
Hyderabad,500010,17.415295,78.467606,34.7,,,,,,,
Hyderabad,500010,17.394776,78.465155,37.5,,,,,,,
Hyderabad,500010,17.378385,78.444484,43.3,,,,,,,
Hyderabad,500010,17.353251,78.462689,72,,,,,,,
Hyderabad,500010,17.354908,78.465209,50.6,,,,,,,
Hyderabad,500010,17.383732,78.488122,51.2,,,,,,,
Hyderabad,500010,17.425436,78.547415,56.7,,,,,,,
Hyderabad,500010,17.378566,78.501141,47.8,,,,,,,
Hyderabad,500010,17.361619,78.464061,36.8,,,,,,,
Hyderabad,500010,17.345825,78.505451,55,,,,,,,
Hyderabad,500010,17.365881,78.540975,84.1,,,,,,,
Hyderabad,500010,17.390291,78.457725,51.7,,,,,,,
Hyderabad,500010,17.355825,78.446898,37.3,,,,,,,
Hyderabad,500010,17.402734,78.487854,59.1,,,,,,,
Hyderabad,500010,17.410369,78.531224,38.4,,,,,,,
Hyderabad,500010,17.426367,78.497073,57.1,,,,,,,
Hyderabad,500010,17.430813,78.466301,39.4,,,,,,,
Hyderabad,500010,17.437252,78.495755,54.4,,,,,,,
Hyderabad,500010,17.380337,78.53946,40.3,,,,,,,
Hyderabad,500010,17.37441,78.454141,44.6,,,,,,,
Hyderabad,500010,17.373091,78.492787,76.2,,,,,,,
Hyderabad,500010,17.356625,78.531836,46.7,,,,,,,
Hyderabad,500010,17.362045,78.48948,37.7,,,,,,,
Hyderabad,500010,17.389706,78.475831,59.5,,,,,,,
Hyderabad,500010,17.413067,78.438131,53.3,,,,,,,
Hyderabad,500010,17.384209,78.445591,54.2,,,,,,,
Hyderabad,500011,17.402536,78.525751,50.9,,,,,,,
Hyderabad,500011,17.442917,78.47962,55.5,,,,,,,
Hyderabad,500011,17.385271,78.480471,56.8,,,,,,,
Hyderabad,500011,17.3367,78.521454,40.6,,,,,,,
Hyderabad,500011,17.345016,78.476324,53.8,,,,,,,
Hyderabad,500011,17.367705,78.439538,55.1,,,,,,,
Hyderabad,500011,17.35913,78.525114,66.3,,,,,,,
Hyderabad,500011,17.39866,78.471848,37.6,,,,,,,
Hyderabad,500011,17.36486,78.46637,57.1,,,,,,,
Hyderabad,500011,17.375842,78.461025,47.5,,,,,,,
Hyderabad,500011,17.339648,78.48933,42.8,,,,,,,
Hyderabad,500011,17.341168,78.524445,54.3,,,,,,,
Hyderabad,500011,17.369703,78.481454,37.3,,,,,,,
Hyderabad,500011,17.405942,78.475671,71.7,,,,,,,
Hyderabad,500011,17.401494,78.441117,99.3,,,,,,,
Hyderabad,500011,17.403943,78.466371,53.7,,,,,,,
Hyderabad,500011,17.44823,78.47174,46.5,,,,,,,
Hyderabad,500011,17.399145,78.520131,52,,,,,,,
Hyderabad,500011,17.355629,78.490986,41.9,,,,,,,
Hyderabad,500011,17.42159,78.486428,55.8,,,,,,,
Hyderabad,500011,17.381024,78.548014,47.2,,,,,,,
Hyderabad,500011,17.374855,78.477274,22.8,,,,,,,
Hyderabad,500011,17.389498,78.49381,41.1,,,,,,,
Hyderabad,500011,17.44013,78.490214,19,,,,,,,
Hyderabad,500011,17.351441,78.45302,52.9,,,,,,,
Hyderabad,500011,17.381242,78.468078,77.9,,,,,,,
Hyderabad,500011,17.388076,78.523134,86.9,,,,,,,
Hyderabad,500011,17.409778,78.537613,39.9,,,,,,,
Hyderabad,500011,17.430505,78.522852,41.1,,,,,,,
Hyderabad,500011,17.416534,78.458328,52.1,,,,,,,
Hyderabad,500012,17.417746,78.447014,79,,,,,,,
Hyderabad,500012,17.365816,78.510046,67.8,,,,,,,
Hyderabad,500012,17.388782,78.451294,94.3,,,,,,,
Hyderabad,500012,17.33408,78.535401,59.5,,,,,,,
Hyderabad,500012,17.365995,78.441993,52.4,,,,,,,
Hyderabad,500012,17.416949,78.532315,51.9,,,,,,,
Hyderabad,500012,17.386734,78.470742,44.6,,,,,,,
Hyderabad,500012,17.33966,78.460264,26.3,,,,,,,
Hyderabad,500012,17.392766,78.483418,48.8,,,,,,,
Hyderabad,500012,17.345158,78.446848,71.6,,,,,,,
Hyderabad,500012,17.362219,78.54119,57.7,,,,,,,
Hyderabad,500012,17.397481,78.510865,55.5,,,,,,,
Hyderabad,500012,17.416038,78.525239,50.9,,,,,,,
Hyderabad,500012,17.43921,78.537275,54.3,,,,,,,
Hyderabad,500012,17.363495,78.529817,57.6,,,,,,,
Hyderabad,500012,17.39076,78.503036,16.3,,,,,,,
Hyderabad,500012,17.387088,78.533285,36,,,,,,,
Hyderabad,500012,17.428321,78.471267,30.3,,,,,,,
Hyderabad,500012,17.414553,78.468697,43.1,,,,,,,
Hyderabad,500012,17.428936,78.535292,46.1,,,,,,,
Hyderabad,500012,17.352641,78.449231,25.3,,,,,,,
Hyderabad,500012,17.382006,78.487448,47.6,,,,,,,
Hyderabad,500012,17.355379,78.524598,42.8,,,,,,,
Hyderabad,500012,17.430762,78.534474,54,,,,,,,
Hyderabad,500012,17.336156,78.484882,43.4,,,,,,,
Hyderabad,500012,17.36298,78.482932,52.3,,,,,,,
Hyderabad,500012,17.394939,78.456062,58.3,,,,,,,
Hyderabad,500012,17.367902,78.538998,18.6,,,,,,,
Hyderabad,500012,17.359486,78.495865,53,,,,,,,
Hyderabad,500012,17.394795,78.52487,48.3,,,,,,,
Hyderabad,500013,17.399938,78.472058,74.4,,,,,,,
Hyderabad,500013,17.334839,78.454675,85.5,,,,,,,
Hyderabad,500013,17.361586,78.509256,23.9,,,,,,,
Hyderabad,500013,17.434007,78.481755,36.9,,,,,,,
Hyderabad,500013,17.383501,78.46443,53.3,,,,,,,
Hyderabad,500013,17.392538,78.51392,36.5,,,,,,,
Hyderabad,500013,17.354639,78.501697,51.5,,,,,,,
Hyderabad,500013,17.347999,78.492464,51.5,,,,,,,
Hyderabad,500013,17.363951,78.457172,56.8,,,,,,,
Hyderabad,500013,17.423613,78.520422,53.5,,,,,,,
Hyderabad,500013,17.416798,78.537493,56.2,,,,,,,
Hyderabad,500013,17.37557,78.475996,24.5,,,,,,,
Hyderabad,500013,17.377847,78.543261,41.9,,,,,,,
Hyderabad,500013,17.376904,78.456612,54.9,,,,,,,
Hyderabad,500013,17.441303,78.447714,38.1,,,,,,,
Hyderabad,500013,17.404757,78.484774,48.4,,,,,,,
Hyderabad,500013,17.34617,78.48417,70.1,,,,,,,
Hyderabad,500013,17.362308,78.452672,21.3,,,,,,,
Hyderabad,500013,17.376884,78.469998,50.6,,,,,,,
Hyderabad,500013,17.430665,78.521398,46.4,,,,,,,
Hyderabad,500013,17.380976,78.495899,37,,,,,,,
Hyderabad,500013,17.349259,78.475902,47.4,,,,,,,
Hyderabad,500013,17.435192,78.526446,38.6,,,,,,,
Hyderabad,500013,17.391401,78.451956,58,,,,,,,
Hyderabad,500013,17.372592,78.475009,59.7,,,,,,,
Hyderabad,500013,17.404953,78.494189,55.6,,,,,,,
Hyderabad,500013,17.398966,78.507558,81.4,,,,,,,
Hyderabad,500013,17.403483,78.443074,63.3,,,,,,,
Hyderabad,500013,17.394362,78.503547,58.4,,,,,,,
Hyderabad,500013,17.410019,78.499978,65.5,,,,,,,
Hyderabad,500014,17.376205,78.489279,56.7,,,,,,,
Hyderabad,500014,17.366724,78.433826,31.8,,,,,,,
Hyderabad,500014,17.382317,78.515728,44.9,,,,,,,
Hyderabad,500014,17.368024,78.47624,37.1,,,,,,,
Hyderabad,500014,17.435709,78.501252,47.4,,,,,,,
Hyderabad,500014,17.426576,78.533422,31.6,,,,,,,
Hyderabad,500014,17.43774,78.537537,50.9,,,,,,,
Hyderabad,500014,17.386422,78.463211,59,,,,,,,
Hyderabad,500014,17.392238,78.535176,21.6,,,,,,,
Hyderabad,500014,17.36203,78.532556,40.4,,,,,,,
Hyderabad,500014,17.356304,78.469944,70.1,,,,,,,
Hyderabad,500014,17.337259,78.480849,76.2,,,,,,,
Hyderabad,500014,17.362999,78.457375,40.2,,,,,,,
Hyderabad,500014,17.420388,78.482521,40.9,,,,,,,
Hyderabad,500014,17.407699,78.510831,40.7,,,,,,,
Hyderabad,500014,17.433248,78.449416,36,,,,,,,
Hyderabad,500014,17.428315,78.542411,37,,,,,,,
Hyderabad,500014,17.40302,78.439116,83.1,,,,,,,
Hyderabad,500014,17.395878,78.532839,38.1,,,,,,,
Hyderabad,500014,17.380765,78.481468,53.6,,,,,,,
Hyderabad,500014,17.398746,78.51218,48,,,,,,,
Hyderabad,500014,17.340783,78.527355,51,,,,,,,
Hyderabad,500014,17.355299,78.504026,41.1,,,,,,,
Hyderabad,500014,17.409151,78.495221,37.1,,,,,,,
Hyderabad,500014,17.37679,78.516151,37.2,,,,,,,
Hyderabad,500014,17.431483,78.505013,75.3,,,,,,,
Hyderabad,500014,17.386007,78.506747,59.4,,,,,,,
Hyderabad,500014,17.449155,78.490617,56.1,,,,,,,
Hyderabad,500014,17.349024,78.501593,57.9,,,,,,,
Hyderabad,500014,17.389864,78.445114,73.4,,,,,,,
Hyderabad,500015,17.378128,78.44357,85.1,,,,,,,
Hyderabad,500015,17.42762,78.463143,43.1,,,,,,,
Hyderabad,500015,17.364262,78.540497,42.7,,,,,,,
Hyderabad,500015,17.386863,78.467366,29.8,,,,,,,
Hyderabad,500015,17.364471,78.546073,38.5,,,,,,,
Hyderabad,500015,17.394616,78.492309,49.2,,,,,,,
Hyderabad,500015,17.414961,78.439183,56.2,,,,,,,
Hyderabad,500015,17.383432,78.462445,51.4,,,,,,,
Hyderabad,500015,17.425017,78.438317,58.2,,,,,,,
Hyderabad,500015,17.402146,78.469707,52.4,,,,,,,
Hyderabad,500015,17.389998,78.470437,17,,,,,,,
Hyderabad,500015,17.376508,78.491265,54.3,,,,,,,
Hyderabad,500015,17.390064,78.534603,18.3,,,,,,,
Hyderabad,500015,17.449293,78.535454,37.9,,,,,,,
Hyderabad,500015,17.359035,78.512513,72.4,,,,,,,
Hyderabad,500015,17.388476,78.511262,57.5,,,,,,,
Hyderabad,500015,17.433918,78.530369,57.5,,,,,,,
Hyderabad,500015,17.366761,78.492872,33.8,,,,,,,
Hyderabad,500015,17.430729,78.54216,82.6,,,,,,,
Hyderabad,500015,17.362442,78.506393,55.5,,,,,,,
Hyderabad,500015,17.385468,78.487986,58.1,,,,,,,
Hyderabad,500015,17.340461,78.5174,44.2,,,,,,,
Hyderabad,500015,17.433697,78.442353,76.1,,,,,,,
Hyderabad,500015,17.380202,78.468356,41.8,,,,,,,
Hyderabad,500015,17.409723,78.479645,40.4,,,,,,,
Hyderabad,500015,17.39592,78.545254,42.1,,,,,,,
Hyderabad,500015,17.37254,78.529588,56.5,,,,,,,
Hyderabad,500015,17.343542,78.518101,69.6,,,,,,,
Hyderabad,500015,17.436695,78.443649,59.9,,,,,,,
Hyderabad,500015,17.35671,78.446863,44.3,,,,,,,
Hyderabad,500016,17.406934,78.504818,42.4,,,,,,,
